scenario_id,scenario_family,planner_key,arm_id,configuration_identity,kinematics,episodes,success_fraction,collision_fraction,ped_collision_fraction,obstacle_collision_fraction,total_collision_fraction,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,snqi_mean,source_row_sha256
francis2023_entering_elevator,entering_elevator,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1624,-0.9099,1955539a6080169fc445d8707b379919ec3fa7615324004f8b95f877b6d48858
francis2023_entering_elevator,entering_elevator,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,0.4,0.6,0.0,0.6,0.6,0.0333,0.6371,1.0,-0.0567,132c5790f5e68a7bff1274182a608c3e2d9f9fcf56c38b3bf8a03a6eae64246a
francis2023_entering_room,entering_room,goal,goal,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.4437,1.0,0.0782,26b16edec673d3cf10185f9290b8aa85a9c26074537510347fcd7235197aa427
francis2023_entering_room,entering_room,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.3473,1.0,0.0886,3a281623a0948505a6538f80f7714203dad4b952cd8b7fa82bbee9a7d643cb81
francis2023_entering_room,entering_room,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,0.9667,0.0333,0.0,0.0333,0.0333,0.0,0.1791,1.0,0.1483,d58aaa802247a4b213857bc57f8feaf43f9ebe329a7361fd6502b82654987b97
francis2023_entering_room,entering_room,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1587,1.0,0.1486,c138ef0223d62abd440ef2ea8ab7e427c3db91ddc58a6b7938d38f642f5816d4
francis2023_entering_room,entering_room,orca,orca,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1471,1.0,0.1608,906acef434cfb2a3f1c4a1c1dcfc3bf94d44f63054b31e8102d485bf21c0df16
francis2023_entering_room,entering_room,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1471,1.0,0.0858,902819d27f332ac46763d66ef709bed029f5b2b287a9a29d99b0f1accb12eb26
francis2023_entering_room,entering_room,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.3689,1.0,0.0865,53b5ec9426aa8a9d8b16966b268b88e21025a2dd9ff4fc4a840e6f9d424b0a9b
francis2023_entering_room,entering_room,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.8,0.2,0.0,0.2,0.2,0.0,0.3499,1.0,0.0982,88756adc431c150b7472010cc124414bf0c7c395735f80b6787100fe2ba1cb65
francis2023_entering_room,entering_room,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.4109,1.0,0.077,7c1fe02bb8882a7f214e02b816d59816f5a1568f323ad867a168d8f8970dd394
francis2023_entering_room,entering_room,sacadrl,sacadrl,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.3405,7dc13fd41ec68928e0b1823a363a41c26669f5dda10143bbaea6c813bd651381
francis2023_entering_room,entering_room,scenario_adaptive_hybrid_orca_v1,scenario_adaptive_hybrid_orca_v1,cd25d8be47ea6cfd,differential_drive,30,0.9667,0.0333,0.0,0.0333,0.0333,0.0,0.1791,1.0,0.1483,b25297b43358d355f264661cfbf5a4e2a5efe6549baf5f4c3585d6f3aa5124f6
francis2023_entering_room,entering_room,scenario_adaptive_hybrid_orca_v2_collision_guard,scenario_adaptive_hybrid_orca_v2_collision_guard,cd25d8be47ea6cfd,differential_drive,30,0.9667,0.0333,0.0,0.0333,0.0333,0.0,0.1791,1.0,0.1483,3adf504c4987b41e5b6c13a14dd2caf1d399a75ccc12941bb5cf899efaa5cf4f
francis2023_entering_room,entering_room,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3235,-1.097,e4a6407c9a0cd16b8a26796ff13a6fe6d632153f75f43a027fed3e7ce81d6ff2
francis2023_entering_room,entering_room,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1463,1.0,0.1756,19980ab0e90470e7c7b29a5830c2f13d75ec9b187a2d5b482c712f759324ebe7
francis2023_exiting_elevator,exiting_elevator,goal,goal,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.7667,0.2333,1.0,8.0667,1.0,1.0,-0.3411,e4e3565fc96805a59c825941b89f05626d61ee80b5d50cea741f7cc8ea7df956
francis2023_exiting_elevator,exiting_elevator,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,0.1333,0.2333,0.0,0.2333,0.2333,12.9333,0.9127,1.0,-0.8634,e09644b8fcb6307dcfb6824766bed456a6cb97323e62342e30f7503df0a3a520
francis2023_exiting_elevator,exiting_elevator,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,16.9333,0.2068,1.0,-0.1673,eb25ab84a28b6817730ce5bd0a20f72eb6398bbcc5b61ae4d30c2041e80a59ae
francis2023_exiting_elevator,exiting_elevator,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,0.9,0.0,0.0,0.0,0.0,13.7,0.332,0.9919,-0.1395,fc10e4d4ab95a0e862f76de23c8806240df847ae8faf870f629f4bac291a7e93
francis2023_exiting_elevator,exiting_elevator,orca,orca,cd25d8be47ea6cfd,differential_drive,30,0.7,0.3,0.0,0.3,0.3,5.1667,0.4556,0.9901,-0.5761,6741396c9a4a6f36738792c43c0e2334afc858e0b23da1a4a796382de9279e89
francis2023_exiting_elevator,exiting_elevator,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,0.6667,0.1333,0.0,0.1333,0.1333,4.1,0.4193,0.8281,-0.4047,6b5242b8e2fd41c4e89dc0a93f6fa880d3105fe388776fc2c5e78dd063bd4e09
francis2023_exiting_elevator,exiting_elevator,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,36.3,0.3644,1.0,-0.1483,dd2e01b4f6135ee482181c3cd13d2ff0f4c7bcfffd6feae7af6304ca513ba3ba
francis2023_exiting_elevator,exiting_elevator,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.6667,0.3333,0.0,0.3333,0.3333,24.4333,0.446,0.964,-0.2208,c568004ded19b12570ed4494e442d876650eac6e2503bef6fd8d465495b67789
francis2023_exiting_elevator,exiting_elevator,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.7333,0.2667,0.0333,0.2333,0.2667,13.1333,0.3859,1.0,-0.1557,c87076ad173c352675275606ce8d000686f0c3fcc5a43f5ce1fcd2e57565f7cf
francis2023_exiting_elevator,exiting_elevator,sacadrl,sacadrl,cd25d8be47ea6cfd,differential_drive,30,0.9667,0.0333,0.0,0.0333,0.0333,12.5333,0.2166,1.0,-0.2027,9948e3cece6a98bc36cab6db9dbc78f1a88f84129dca4f8773db18d54affbe74
francis2023_exiting_elevator,exiting_elevator,scenario_adaptive_hybrid_orca_v1,scenario_adaptive_hybrid_orca_v1,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,16.9333,0.2068,1.0,-0.1673,7e4f8e954be00331e21311536fa2ef9b4042ca87f13be5ce6154693503702e19
francis2023_exiting_elevator,exiting_elevator,scenario_adaptive_hybrid_orca_v2_collision_guard,scenario_adaptive_hybrid_orca_v2_collision_guard,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,16.9333,0.2068,1.0,-0.1673,8a4fd095eea69fb7defc63ffb2e418bf47711e98040f2713b4a6e1a82a9a066a
francis2023_exiting_elevator,exiting_elevator,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.7029,c917243354d4db89e2f7763c9fad06580f558fd2fb9f7c9526d884c9cc156f07
francis2023_exiting_elevator,exiting_elevator,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.7667,0.2333,1.0,2.1667,1.0,1.0,-0.2435,598edb09a573748cc3b2ea9988ad877d9e2e73fb43330ce17bc47e5d9179b2a8
francis2023_exiting_room,exiting_room,goal,goal,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.4497,1.0,0.0773,1b2a2b2be43c38b16bc655b78a2ea52fa46100d81335495a4dbbd2116e854bea
francis2023_exiting_room,exiting_room,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.3736,1.0,0.0861,6ea3c8876b68d49c281749d823ff75e81098cfa50a4e8eae3c479d5e42d0b507
francis2023_exiting_room,exiting_room,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1646,1.0,0.1528,2faa226faa476e652668440656d84a2c3f2f88ee61203418b51c421f8353ff33
francis2023_exiting_room,exiting_room,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1654,1.0,0.1493,1d06fb937369e807b47a273cc505ebd267fd8ad58c42ffd9458fc2819d8ebb9b
francis2023_exiting_room,exiting_room,orca,orca,cd25d8be47ea6cfd,differential_drive,30,0.9333,0.0667,0.0,0.0667,0.0667,0.0,0.2157,1.0,0.099,5c72b2a30dbd4ba569c203c0c5c83e6c3b32991f0170db664ad720528e50e72c
francis2023_exiting_room,exiting_room,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.3,0.1546,1.0,0.0549,be8aeb8d4ac1cdadff940d1ba05744078d253c7b4799632e8dd229ed00d6a9c0
francis2023_exiting_room,exiting_room,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.3839,1.0,0.0851,e6ffb1993289e6cf4ee101257009db01c35bda3ec394ded7e2cda3e1e317557c
francis2023_exiting_room,exiting_room,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.3936,1.0,0.0842,fb2fd83193c3bc5fe854b458c66bf269fa5ce6e66ff32b8045554c49674bcbcc
francis2023_exiting_room,exiting_room,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.7667,0.2333,0.0,0.2333,0.2333,0.0,0.4144,1.0,0.0822,78933bf91ed3a3a872cf7ca7eae42e9afd9b75453bb92112170d2df09080fc94
francis2023_exiting_room,exiting_room,sacadrl,sacadrl,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.2838,1.0,0.085,cfd6cf23b2bf018d88cdd632b71b0a310b8a711d9efd334fa1d2abf2592e4051
francis2023_exiting_room,exiting_room,scenario_adaptive_hybrid_orca_v1,scenario_adaptive_hybrid_orca_v1,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1646,1.0,0.1528,6fd7b34d2f9e81ce42db389c2f175f018fd13841aa67af6a733c0315e75d252e
francis2023_exiting_room,exiting_room,scenario_adaptive_hybrid_orca_v2_collision_guard,scenario_adaptive_hybrid_orca_v2_collision_guard,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1646,1.0,0.1528,6a3e1275cca90218dde1a5e8c5ebda28aa05decc2193791e27fd0ecfe71d6c28
francis2023_exiting_room,exiting_room,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1247,-0.8499,09476da49700a2109dcb521755b05d10c9f04b075c7cbb4ae3605be6b4f2cc02
francis2023_exiting_room,exiting_room,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,0.3667,0.6333,0.0,0.6333,0.6333,0.0,0.6911,1.0,-0.0713,b8edb515439ecb1ffd8294f0c00c7ecdb25cd53720aedcdbc44ee13243df1268
francis2023_following_human,following_human,goal,goal,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,7.0,0.5241,1.0,0.0506,b56d91b41e8cc7787b925911665d15f926ef955d2c2552e22f05d7cacaf05d6d
francis2023_following_human,following_human,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,0.0,0.6667,0.0,0.6667,0.6667,60.8667,1.0,1.0,-0.4887,cc02c51987e5c23b26082f06c61f8a0223a03a0f11ba866c709d4245587de3bc
francis2023_following_human,following_human,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.2772,1.0,0.1564,8cdee60701a26a88ea530aabfc3a1db878760f1a3a01a8002f1c15f42c87c2a5
francis2023_following_human,following_human,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.2821,1.0,0.1498,d688d77c1fdc0ba533809c95eeb0c5d6333aa74c7176935a0ec0c79729a791fb
francis2023_following_human,following_human,orca,orca,cd25d8be47ea6cfd,differential_drive,30,0.2667,0.7333,0.7333,0.0,0.7333,11.1,0.8098,1.0,-0.905,a6d3f18a7a8d873f6865049f78ffc11f595105fb31ba668bee92b4f52921af5b
francis2023_following_human,following_human,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,2.4,0.274,1.0,0.1082,37c8235d1ab7a4e6b6d75be522fa1eddb4f736f2418adcddfcc21bf8dad85999
francis2023_following_human,following_human,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,0.9,0.1,0.0,0.1,0.1,6.8333,0.4416,1.0,0.0153,50a00b1d825cfddbf105510f14e35ecde0dac6694d547c8cc38b7861acd58c2d
francis2023_following_human,following_human,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.0667,0.7,0.0,0.7,0.7,12.3667,0.9614,0.961,-0.4019,d93467e26bda5b7080895a5a3e7c78e5ab591a9d7037fb384c4dc069eb72a3d9
francis2023_following_human,following_human,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.0,1.0,1.0,10.2333,1.0,0.9246,-0.4725,d9849c24076b8cad7846159c76687b7d97155ccdd99846be202defb193049c41
francis2023_following_human,following_human,sacadrl,sacadrl,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.6521,285411ff2cf9fabbf50c92c054960bd8d3c470fbb2ff77b3ef285bdd0b1b729f
francis2023_following_human,following_human,scenario_adaptive_hybrid_orca_v1,scenario_adaptive_hybrid_orca_v1,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.2772,1.0,0.1564,88548b348431739024b5fe2a5588b70fe80e601a428792c9b12cdd22709215c3
francis2023_following_human,following_human,scenario_adaptive_hybrid_orca_v2_collision_guard,scenario_adaptive_hybrid_orca_v2_collision_guard,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.2772,1.0,0.1564,addf916a38bc705c62bf2fdb31cc07ab9bdcac4d435e725c6a24e03dc270b37d
francis2023_following_human,following_human,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,1.0,0.0,1.0,13.4333,1.0,0.948,-1.0094,f803d1a9be7b494cb72dab0d4611826c010632b845e3987417d1135edade1a42
francis2023_following_human,following_human,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.2829,f74fe045b78a73c381cd5a48b0911ff9ffa9fca9092e08244c84e52f40c64ec8
francis2023_frontal_approach,frontal_approach,goal,goal,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,-0.2732,b22f434382cbaf2c2e1a4e23229151f8e51be170c620b177041a42f9bf1239da
francis2023_frontal_approach,frontal_approach,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,0.0333,0.9667,0.3333,0.6333,0.9667,12.8667,0.9781,0.9937,-0.3767,d11c1dd50c34a7fcaab8726330d10c3aaa932bc98702b4c532e3366a28049a0a
francis2023_frontal_approach,frontal_approach,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,9.1,0.3033,0.9998,0.0293,bbc3662088eb6dcb489b288daa45a3bc47031b9de673452db5fd7360ac803567
francis2023_frontal_approach,frontal_approach,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,0.9667,0.0333,0.0,0.0333,0.0333,4.9667,0.3276,1.0,0.0547,a5939b6019a0573fd2f701d9541aaffd35eea67c75ded8018a36ffe097edfd79
francis2023_frontal_approach,frontal_approach,orca,orca,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,9.0,0.2852,1.0,0.0254,46eb4d6f0d9b90cbf7a13a4f851bb476a7d0bc09e036112572bf5cf924796b6f
francis2023_frontal_approach,frontal_approach,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,4.7333,0.2818,1.0,0.0488,ca63d9e621cd0c6f25d19db4be4c2462bc7b1333041422d9086e41e71c1a1324
francis2023_frontal_approach,frontal_approach,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,0.1,0.9,0.9,0.0,0.9,5.9333,0.9372,1.0,-0.2514,a23aea2729185732bd5e96025ebd6b95a4950f59e54ad103b0bbbdc9940234ef
francis2023_frontal_approach,frontal_approach,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.4667,0.2,0.2,0.0,0.2,18.3333,0.7223,0.9315,-0.2641,c7535cfe3d37780c79f5451640aef4c61332a79c8d83bb1bb8bb601d7aa75331
francis2023_frontal_approach,frontal_approach,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.0,0.2667,0.2667,0.0,0.2667,12.4667,1.0,0.8104,-0.3882,9a3b18584bd1e0105a4425c60dde693a1719b701ec6ef93759b18656d747d519
francis2023_frontal_approach,frontal_approach,sacadrl,sacadrl,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.6313,ab4b0e8c3894b53f3ee98844b39649445afb0416764adba9ba9f53327837301d
francis2023_frontal_approach,frontal_approach,scenario_adaptive_hybrid_orca_v1,scenario_adaptive_hybrid_orca_v1,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,9.1,0.3033,0.9998,0.0293,699482e0c7f555f0165b631140027351862e28b4d3522afce2f03a26ccd92f0c
francis2023_frontal_approach,frontal_approach,scenario_adaptive_hybrid_orca_v2_collision_guard,scenario_adaptive_hybrid_orca_v2_collision_guard,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,9.1,0.3033,0.9998,0.0293,35488c80bb030f124632a132c18d56394df3bb716f1e183fdd185b9a00bca6d4
francis2023_frontal_approach,frontal_approach,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,0.9,0.9,0.0,0.9,6.1333,1.0,0.6939,-0.9861,32b5c16823de69626d5a47925d9da53cb9256824afa2f6dde44be47eb3385dd9
francis2023_frontal_approach,frontal_approach,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,0.0,1.0,1.0,0.0,1.0,2.2,1.0,1.0,-0.2328,a7ec7325d85df535aee3979b4f26a51bc4adc97a81a1fff6ae097272d4a7a514
francis2023_intersection_no_gesture,intersection_no_gesture,goal,goal,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.3714,1.0,0.1552,2d866116c932c99efdcf0e5c566948fa622dd431f9ab9d35a5e7237ef629b012
francis2023_intersection_no_gesture,intersection_no_gesture,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,0.0,0.6,0.0,0.6,0.6,47.4,1.0,0.9986,-0.4653,e6eb2b29b40547a43e0e0c6985d84cdbb20a94c9aed85b172a9afd380475a03f
francis2023_intersection_no_gesture,intersection_no_gesture,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,0.9,0.0,0.0,0.0,0.0,0.0,0.2798,1.0,0.1444,5239913330519e240111c9fae235962cc92b6aa1f76071cedc316a67ef235a5a
francis2023_intersection_no_gesture,intersection_no_gesture,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,0.9,0.0,0.0,0.0,0.0,0.0,0.2841,1.0,0.1426,c34fb313c10acf3f766cbd9bdf2e4b2bc00db1166b0e1a5ee469fdf4caa3aebf
francis2023_intersection_no_gesture,intersection_no_gesture,orca,orca,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1967,1.0,0.166,1b3207d67326dca5ca4c421121a28138fd27f8a5a83da9aabd377df89e0c5ab3
francis2023_intersection_no_gesture,intersection_no_gesture,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.197,1.0,0.0885,513e3be282d845b75419180993fc885cf08aa69263bfbfbef77be762832e6293
francis2023_intersection_no_gesture,intersection_no_gesture,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.2384,1.0,0.1678,407b1a4e6e40db04939e666973b5c2c47ec8a42b12fac607e4b8e82405f5978a
francis2023_intersection_no_gesture,intersection_no_gesture,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.2,0.8,0.0,0.8,0.8,0.0,0.8511,1.0,-0.2094,09af5dfe71c210111d1f03a0e30e6a96bb190436e55b22c78dbf55dc6091ac22
francis2023_intersection_no_gesture,intersection_no_gesture,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.0333,0.9667,0.0,0.9667,0.9667,0.0,0.9773,1.0,-0.2925,13ec5fd1ed9acf6b06b4c3e2bd6a9be850a9dd0e6a0c03c47bae5ea9a6c917cf
francis2023_intersection_no_gesture,intersection_no_gesture,sacadrl,sacadrl,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.3727,1.0,0.0679,3ab0e5d607e0c413353897fc6280e6d2636e63349c88703707379143489f1911
francis2023_intersection_no_gesture,intersection_no_gesture,scenario_adaptive_hybrid_orca_v1,scenario_adaptive_hybrid_orca_v1,cd25d8be47ea6cfd,differential_drive,30,0.9,0.0,0.0,0.0,0.0,0.0,0.2798,1.0,0.1444,4fc369547908260c55c2b2f10aa35ab55bed30538284bdacd0df9d85374cba87
francis2023_intersection_no_gesture,intersection_no_gesture,scenario_adaptive_hybrid_orca_v2_collision_guard,scenario_adaptive_hybrid_orca_v2_collision_guard,cd25d8be47ea6cfd,differential_drive,30,0.9,0.0,0.0,0.0,0.0,0.0,0.2798,1.0,0.1444,b3fd318e5133321ab75db0b66510d592343a28eb6c6e5d2788ee887c52380084
francis2023_intersection_no_gesture,intersection_no_gesture,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,0.7333,0.0,0.7333,0.7333,0.0,1.0,0.8061,-0.8917,7518c5f65e5e5faaa3fba4dcb5a1eb606ae31ce2fd426d5dcc2194979919cb2c
francis2023_intersection_no_gesture,intersection_no_gesture,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1964,1.0,0.1718,aa68bba0738c27bbfaa2930cde7eef5538823704ea9ea971c3bcdfac12a18c63
francis2023_intersection_proceed,intersection_proceed,goal,goal,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.3714,1.0,0.1552,d329537075205f07734b89edb0eb659a1d6da921c6166fbc0540698a10433a2f
francis2023_intersection_proceed,intersection_proceed,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.3419,1.0,0.158,749eb27b9ffd16519e59ecee69202e535208a00d43e3e17e65bdfeb8a7b794ea
francis2023_intersection_proceed,intersection_proceed,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,0.9,0.0,0.0,0.0,0.0,0.0,0.2798,1.0,0.1444,3dbaf6c416000f2889a165fab8e770ee0baa7012e6824cd7a07292868164a4f7
francis2023_intersection_proceed,intersection_proceed,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,0.9,0.0,0.0,0.0,0.0,0.0,0.2841,1.0,0.1426,ecdd4d10aa9ac46c2ca63feebcb5cc9bb7ced769065a8e6d70c375ace5c14af5
francis2023_intersection_proceed,intersection_proceed,orca,orca,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1967,1.0,0.166,61158ccf80780d5e8a4953c1e2c3c761a60b5cfb3df523e151da11e59123021c
francis2023_intersection_proceed,intersection_proceed,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.1971,1.0,0.0893,0f42b33aedc359b6d5527bdbe3309e22261706bfa94f445235cbf3c51158ab9e
francis2023_intersection_proceed,intersection_proceed,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.0,0.0,0.0,0.0,0.2384,1.0,0.1678,8dc93ee2e4c4c86094b5a87ed46ab0ace1979f4b130cb5993a3b3f43f00051d5
francis2023_intersection_proceed,intersection_proceed,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.2,0.8,0.0,0.8,0.8,0.0,0.8511,1.0,-0.2094,f1e8a7680a1514deb418ce2fa8f2e618b71f997f8f9ece77c6cea88059866dd4
francis2023_intersection_proceed,intersection_proceed,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.0333,0.9667,0.0,0.9667,0.9667,0.0,0.9773,1.0,-0.2924,8298368e7b000947f35c2ee65b1e3bca3f8ba027e78bd8dddd52d3893e1a8ab4
